element_type,element_index,from_bus,to_bus,severity,n_unsupplied,max_loading_percent,kappa_baseline,kappa_learned,betweenness
trafo,101,190,189,0.0,0,12.855825319967188,0.927666240596521,0.9977918911058887,0.06714259134131846
line,47,27,35,0.0,0,12.856157600623385,0.9285627061750902,0.9974837216397682,0.007530392313001026
line,262,198,216,0.0,0,12.85598064155257,0.9469832246614138,0.9974383712247175,0.013173541434410997
trafo,84,123,158,1000.0,0,,0.8964077837210526,0.9970015846291344,0.009984737484737485
line,230,170,203,0.0,0,12.855939527581272,0.9316850512343015,0.9968972568690011,0.0066443701226309914
line,158,103,104,1000.0,0,,0.8892104319981534,0.9968377939602184,0.03782608695652173
line,267,206,207,0.0,0,12.855999385657254,0.926839716502779,0.9966834565913583,0.008944630248978113
line,84,49,50,0.0,0,12.855262020118818,0.9392809784062423,0.9961793780431731,0.004528064528064527
line,170,111,115,0.0,0,13.070491730950499,0.9234048374059618,0.9961187155495376,0.11276415943838582
line,195,124,125,0.0,0,12.856686810841419,0.8944095408318516,0.9954630716053492,0.0012832899789421508
line,15,2,6,0.0,0,12.869455983071681,0.8539110066319415,0.9948858249883129,0.020318535731579143
trafo,74,94,102,0.0,0,12.857010577415378,0.9406301026086227,0.9946624791375361,0.01953920475659606
trafo,86,131,161,1000.0,0,,0.9082318982547609,0.9945129404448071,0.009973426970869429
line,64,35,39,0.0,0,12.894687856478168,0.8868510448127982,0.993491571272701,0.23889578182727042
line,13,1,5,0.0,0,12.8640196912326,0.896333383420607,0.9923586605410423,0.0031235069278547534
trafo,98,189,180,1000.0,0,,0.8237670370855669,0.9916030673320533,0.006205871423262727
trafo,72,71,77,0.0,0,12.858773966499276,0.8374397415615062,0.9907243473161493,0.017507272920316418
line,201,135,137,0.0,0,12.86438116187901,0.8695581362199951,0.9904090023271158,0.016031215161649945
line,219,156,158,0.0,0,12.858854300507922,0.853785797096331,0.9898003771537968,0.0036480596697987993
line,87,53,55,1000.0,0,,0.8640357463629721,0.9896093944526091,0.020088071348940913
line,39,21,23,1000.0,0,,0.9193002995199127,0.9895755056330279,0.0065325157933853574
line,20,6,11,0.0,0,12.876682570670708,0.8558296727803208,0.9895058056316806,0.026130710177104183
line,265,202,204,0.0,0,12.85587596724968,0.9278828339523658,0.9894798388374303,0.025183946488294313
trafo,91,142,133,0.0,0,12.862205450664518,0.9354960669933022,0.9894480755268098,0.019685253081672516
line,273,221,222,0.0,0,12.855970943550862,0.894806710580652,0.9893279647780371,0.0018999309868875163
line,32,15,35,0.0,0,12.898964026958298,0.8231436399172037,0.988262700105748,0.1755970263779298
line,208,145,147,0.0,0,12.95269213543213,0.870971292664721,0.9878469187054949,0.006107766629505758
trafo,81,120,153,1000.0,0,,0.8067943622180962,0.9872669228708675,0.026104552452378478
trafo,64,38,37,0.0,0,12.854529171382275,0.7994046520038721,0.982537771832868,0.055000277010673844
trafo,83,121,126,0.0,0,12.85967173754519,0.8150850239654245,0.9817632488406819,0.018838403142750967
trafo,80,119,152,0.0,0,12.856710687993422,0.8282668442895158,0.981549064144885,0.008152362130623021
line,197,131,139,0.0,0,12.856364855905964,0.9057368193018067,0.981248880696828,0.0038010003636602097
line,172,111,147,0.0,0,12.916591142239902,0.7980093711031678,0.9809254132831116,0.014774499536647896
line,250,184,185,0.0,0,12.856115747012616,0.9007709502883553,0.9791266583954109,0.02724950919629267
line,165,107,111,0.0,0,12.868290948756586,0.7810523906246435,0.9787924954624698,0.04198137250252737
line,216,154,155,0.0,0,12.856729787350806,0.8332971736735519,0.978387397292549,0.0014337474120082818
line,217,155,156,0.0,0,12.858801603852477,0.8278887977513192,0.9775286092231021,0.005487099856665074
trafo,88,137,95,0.0,0,12.863515778133067,0.8628543825334926,0.9759140329179876,0.025715347454477885
line,33,17,19,0.0,0,12.854074657669093,0.8101476849279207,0.9745158358176015,0.059188861317893304
line,44,26,31,0.0,0,12.855909925638805,0.7690096853582429,0.9730565722211458,0.0017524021871847982
trafo,61,19,18,0.0,0,12.827582989578273,0.8250339074276523,0.9723188435672548,0.027033984248570585
line,35,18,20,0.0,0,12.856263890265307,0.8637268600371041,0.9717220641855406,0.007870308435525813
line,255,193,194,0.0,0,12.85615639271305,0.8823322980614762,0.9714876042140893,0.010147797592032012
line,37,19,22,0.0,0,12.858236771281572,0.8426674249720163,0.9712064394397564,0.037190635451505076
line,193,123,124,0.0,0,12.853981731756752,0.7700269920076089,0.966898059806863,0.007385258863519706
line,145,93,100,0.0,0,12.854310791785856,0.8804574492053056,0.9657380717255172,0.019427722036417686
line,173,112,113,0.0,0,12.860731503106631,0.8749688993081809,0.964353097590794,0.009048916603903815
trafo,76,135,100,0.0,0,12.854452620629244,0.8057531359873178,0.9641647779161796,0.012920847268673355
line,275,222,224,0.0,0,12.85597094355083,0.8366616824201468,0.9640852660389169,0.004789032223814846
line,152,97,98,1000.0,0,,0.8431764981555085,0.963906816785384,0.0005536975102192493
line,18,3,15,0.0,0,12.90563696141008,0.824613507096507,0.9634129943207865,0.2243051543402715
trafo,66,53,52,0.0,0,12.854264216178255,0.834366209258778,0.9621029399880874,0.019952070473809595
line,167,108,129,0.0,0,12.814969472451438,0.8582416314271808,0.9614212994857002,0.009368519611486362
line,179,115,159,0.0,0,12.861409772486324,0.8225551067101873,0.9610834121458157,0.013184689706428837
line,166,108,110,0.0,0,12.810963848038526,0.8076084378355544,0.9606348248110632,0.053504393399534056
line,21,6,109,0.0,0,12.941568391275768,0.8640259505446525,0.9591201542808104,0.030513552825134762
line,17,2,128,0.0,0,12.979875767664407,0.8617189658740266,0.9590387610143526,0.21367321963098446
trafo,73,92,185,0.0,0,12.855826580591017,0.8244147005603212,0.9582207689365487,0.03099532859428598
line,26,11,19,0.0,0,12.852519574355862,0.7825891148067453,0.957906426151343,0.014892317282219143
line,171,111,146,0.0,0,12.861145214947376,0.7366638964735925,0.9578259872742102,0.030729355314448772
line,163,106,111,0.0,0,12.861308981436656,0.7357941934853556,0.9574334934691462,0.030729355314448772
line,177,114,130,0.0,0,12.874902030727792,0.8991925697273018,0.9573968781680071,0.026044958735495817
line,70,38,51,0.0,0,12.847214090089743,0.8577382387940592,0.9569670242432475,0.15842435715500966
trafo,90,141,115,0.0,0,12.861129143224897,0.8922457446829937,0.9567022088021242,0.05733668377658148
line,227,167,187,0.0,0,12.855925932954337,0.851564693562392,0.955648687911586,0.004387150134641773
line,49,28,62,0.0,0,12.855841869332698,0.7682837369045028,0.9538006788685692,0.002553697510219251
trafo,69,67,72,0.0,0,12.856251650555375,0.7904555713273244,0.9525767520988916,0.023676964497380406
line,231,171,183,0.0,0,12.855943139142207,0.8196404882961547,0.9518901068842638,0.0030791664998826127
line,107,64,65,0.0,0,12.856308034491384,0.7913335763691796,0.9501931600740641,0.01309568933481977
line,181,115,166,0.0,0,12.863334594782728,0.7434297959460571,0.9494602320913474,0.01316239316239316
line,160,105,112,0.0,0,12.884910010755693,0.8565419509535214,0.9479168730561977,0.020007667997437823
line,248,182,183,0.0,0,12.856058051111377,0.8303654730111583,0.945271772709425,0.005833000333000327
line,41,23,24,0.0,0,12.85625630193449,0.8527076379639157,0.9438144897898755,0.0006692679301374954
line,75,41,86,0.0,0,12.856802206221667,0.8170069397510993,0.9419256391484082,0.01953260902590513
line,67,36,45,0.0,0,12.856099687840603,0.8192127139726535,0.9413762054689152,0.006617242660720922
line,74,40,91,0.0,0,12.855375028194956,0.8263102057587325,0.9390439292239612,0.037424092436088935
trafo,70,69,80,0.0,0,12.856674675715796,0.782604652844801,0.937513833712299,0.038397430947598184
trafo,97,56,179,0.0,0,12.85597584150007,0.7982501995938742,0.9352065817111983,0.014980186480186484
trafo,65,39,38,0.0,0,12.857388275303732,0.7188796653908002,0.9341124878916738,0.12369991085233213
trafo,89,138,102,0.0,0,12.85703605990887,0.7924717837635048,0.9305052959929107,0.012991452991452993
line,119,75,78,0.0,0,12.857592532021647,0.7370950116796814,0.9291485113723142,0.015143521421919583
line,236,174,175,0.0,0,12.855919322495502,0.7649876849677197,0.9258210222657622,0.01554704721397622
trafo,71,70,82,0.0,0,12.856498609112146,0.7204931865714077,0.9250186763134806,0.01597697793349967
line,226,167,186,0.0,0,12.855893090592584,0.8057897353429219,0.9230252923186818,0.011443355851382614
trafo,68,61,60,0.0,0,12.855043756638535,0.7389281773369183,0.9215201309650862,0.07195755867095122
line,45,26,33,0.0,0,12.855927609701304,0.7144518459232737,0.9136144929176482,0.002691271134414945
line,51,29,72,0.0,0,12.855833469898734,0.8109922003142891,0.9126025004552695,0.014826777087646648
line,183,118,119,0.0,0,12.857345742106011,0.663871849294404,0.909177376496083,0.012209919709919661
line,203,136,138,0.0,0,12.858958733329,0.7847881601504225,0.9080407292472037,0.019160163507989596
line,206,141,142,0.0,0,12.861500810666879,0.861866868342867,0.9065169204732415,0.05112338017197352
line,190,120,121,0.0,0,12.866852616544936,0.6971430209872133,0.9057952741897101,0.06558929407346624
trafo,75,99,93,0.0,0,12.854290915740174,0.807665602799938,0.903188216079317,0.013140096618357485
trafo,28,105,104,0.0,0,12.852433081955073,0.6672445035593694,0.897817509744735,0.004190128049463089
line,148,96,97,1000.0,0,,0.757426739857439,0.8972225420047152,0.0066220735785953175
line,202,136,137,0.0,0,12.856196882419301,0.7199328732300326,0.8948084651938321,0.016068376068376067
line,82,48,49,0.0,0,12.855599950388207,0.8102586276631413,0.8873017419614865,0.006447037664428973
line,132,81,82,0.0,0,12.856067536919289,0.652812890545512,0.8871566758372667,0.0019643520730477245
line,14,1,7,0.0,0,12.872639420861946,0.7603686514018043,0.8807049859071293,0.010335568665973927
line,133,82,84,0.0,0,12.856401487582092,0.7847618042473168,0.8784612259929586,0.012127257920263597
line,268,206,212,0.0,0,12.855953434247896,0.6774950573038127,0.8777026674382357,0.008260869565217353
line,134,83,85,0.0,0,12.856134185611335,0.6970419318819872,0.8774568625013018,0.006255084262215877
line,200,133,139,0.0,0,12.856178908924273,0.814325828855992,0.8771370174556925,0.0036906384323264103
trafo,103,202,201,0.0,0,12.855947429573098,0.8075687410137146,0.8756585608885608,0.0024117428465254545
trafo,40,197,195,0.0,0,12.855830076884592,0.6387495821918301,0.8755936194572692,0.02530938941335908
trafo,95,173,190,0.0,0,12.855385302075343,0.692863313027418,0.875283581358284,0.10678998406621583
line,113,69,70,0.0,0,12.85700149748159,0.7383204154613361,0.8727055653875226,0.03692065651430198
line,279,225,226,0.0,0,12.855967720551636,0.8220527281371721,0.8707589419945062,0.010639273769708555
trafo,27,35,34,0.0,0,12.856072269373007,0.5945585267903486,0.8699287131715746,0.09339461450172142
line,24,8,10,0.0,0,12.857586126736118,0.7817669073692715,0.8598199582918902,0.00509633125282345
line,34,17,71,0.0,0,12.871032277041031,0.7401195495347681,0.8562878036154147,0.06686094247632726
line,126,79,81,0.0,0,12.855876615771908,0.7029045731611124,0.8503152319303279,0.001382766187114013
line,86,51,53,0.0,0,12.846443988267911,0.7703187087944525,0.8451871015712474,0.15548864552364589
line,78,44,47,0.0,0,12.856027603025908,0.7933758314463193,0.8442769747538665,0.02067142624500484
line,100,61,72,0.0,0,12.856385675791138,0.703582832263636,0.8420820325950378,0.01219339492685429
line,239,175,189,0.0,0,12.855902573840645,0.6692114262272778,0.8396657498871529,0.02119922112701972
trafo,42,209,204,0.0,0,12.855864966837164,0.7840960671713821,0.8392833625835209,0.03150873281308062
trafo,51,220,225,0.0,0,12.85601234568887,0.6611974546522051,0.8383049172360392,0.016088549132027338
line,223,164,166,0.0,0,12.859712123706057,0.6793919878186794,0.8314679034490198,6.688963210702341e-05
line,19,4,8,0.0,0,12.852226177160425,0.7641126448617683,0.8296071034921945,0.006022966614241469
line,116,73,75,0.0,0,12.857476720138852,0.7081412849557179,0.8288042895068334,0.02700661002413856
line,244,177,188,0.0,0,12.855997993694423,0.7066814613812272,0.8269257321629557,0.006399108138238572
line,137,85,86,0.0,0,12.856845468945256,0.6770279368930532,0.8259130926815644,0.0035688582753800077
line,192,121,127,0.0,0,12.855726033701359,0.6812145118674924,0.8210828795616353,0.004269151138716356
trafo,62,22,21,0.0,0,12.856238212107924,0.6735214825357758,0.8200076440122346,0.018127090301003315
line,232,171,186,0.0,0,12.855944654533252,0.7049705720455411,0.8199282036504396,0.0029645116761976864
line,276,223,224,0.0,0,12.855945094958527,0.6236718883560394,0.8178899262302793,0.0046512183468705075
trafo,58,11,9,0.0,0,12.858676323101564,0.6928658729668691,0.8165789615766403,0.006929214150923757
line,1,270,271,0.0,0,12.855965475693147,0.6666266554206284,0.8149930375613417,0.018929765886287624
line,8,271,267,0.0,0,12.85595416058189,0.6667414563583606,0.8149556100219056,0.0009364548494983277
line,68,37,40,0.0,0,12.855690434963416,0.6703470423197028,0.8129562562271504,0.05735717464070293
line,150,244,98,0.0,0,12.85631790771162,0.6414039689583587,0.8045285585270822,0.0002787068004459309
line,256,194,195,0.0,0,12.855951206789642,0.7498555953525019,0.8012882152516135,0.01079949372198897
line,240,176,181,0.0,0,12.856096225244851,0.6846051849624185,0.7988484188537911,0.00046079524340393905
line,123,78,81,0.0,0,12.85601757353471,0.6399099120073943,0.7957148717148911,0.006040487692661602
line,233,172,197,0.0,0,12.857426073267769,0.7452489505071833,0.7950955751459376,0.07547299056750828
line,42,24,25,0.0,0,12.856198984407689,0.7524278824514262,0.7934991075974812,0.013378298030471943
line,104,63,66,0.0,0,12.855948066045835,0.7258613346981022,0.7894581480310146,0.009104315973881207
trafo,60,15,14,0.0,0,12.836703094802271,0.6393952532783842,0.7759881406228398,0.10203982939431139
trafo,50,220,223,0.0,0,12.855987048522335,0.646602729892924,0.7743636915296669,0.018380209162817903
line,235,173,197,0.0,0,12.856875420245503,0.688181450070392,0.7710018689384415,0.09673224045435792
line,114,70,71,0.0,0,12.858654588041777,0.6496656400019377,0.7558620440011042,0.0513975194259476
line,218,156,157,0.0,0,12.855964366196218,0.5611638537171266,0.7405714720686132,0.00020512820512820506
line,121,76,85,0.0,0,12.856530169488279,0.6037079586790508,0.7398846159806886,0.012984420706041794
line,27,12,18,0.0,0,12.857165103485885,0.7432227762073941,0.7332219604810973,0.010541973843516583
line,57,30,74,0.0,0,12.856039942156642,0.6235409758689486,0.7329289409203158,0.013523960097145243
line,25,10,12,0.0,0,12.857817150415185,0.7497058061465494,0.7312791022109096,0.013896524855851689
trafo,82,121,122,0.0,0,12.847581946462824,0.7495598234476024,0.7275847212662585,0.14533332097701696
line,131,80,89,0.0,0,12.856479153191987,0.5515444979279799,0.7232343857867276,0.004612411742846525
line,23,7,13,0.0,0,12.888821002704356,0.7603233251059922,0.7208727244985473,0.03590356758906993
line,191,121,123,0.0,0,12.857799405570494,0.46411477453197464,0.7171660446705248,0.05988268827990361
line,28,13,14,0.0,0,12.865719070431863,0.761315261680828,0.7163096046772718,0.03797980053486813
line,175,113,114,0.0,0,12.883634548128287,0.7340414034514515,0.7123817020880436,0.00819049965853035
line,72,39,67,0.0,0,12.864316742740261,0.6849973180331079,0.7093066940636924,0.24782464862451015
line,140,88,89,0.0,0,12.856041050481604,0.5739757945806285,0.7085486932789291,0.01149331028703448
line,48,28,59,0.0,0,12.855976009283898,0.5602346838189889,0.7054738721769611,0.002869671391410523
line,95,58,60,0.0,0,12.855841618007227,0.6659799811711687,0.6986689009336743,0.03381663746881139
line,111,67,172,0.0,0,12.857392555759256,0.70558253960057,0.6952269737472845,0.08433512360355441
trafo,78,108,128,0.0,0,12.979875767664431,0.6902504835578197,0.6949731180284726,0.2105294069219544
line,55,30,42,0.0,0,12.859121338785615,0.5579831734294916,0.6930833324013729,0.013228031166158257
line,270,212,213,0.0,0,12.855910844474453,0.6438153244388012,0.6886317847003763,0.007086584912671869
line,112,67,173,0.0,0,12.85710139768642,0.6426898634219919,0.6837325026132063,0.16111074815824677
line,50,28,63,0.0,0,12.855970805200123,0.5201449961007608,0.6788016808266797,0.004095556617295747
line,229,169,170,1000.0,0,,0.5990456190436972,0.6693778671380911,2.229654403567447e-05
line,79,45,46,0.0,0,12.8558997206771,0.6620384612223457,0.6653648590611573,0.0036428836863619464
line,156,101,102,0.0,0,12.857596944774311,0.6248597520240343,0.6545085182490673,0.013073206986250462
line,54,30,34,0.0,0,12.85592723525495,0.4751522065105921,0.6527586750271448,0.0756931042567328
line,80,46,47,0.0,0,12.855648573789926,0.6861526481312621,0.6470475918682397,0.01600413057770917
line,241,176,188,0.0,0,12.856015742881551,0.5910298313247434,0.6441957498278524,0.03236400419845234
line,77,43,44,0.0,0,12.85704551274044,0.7185512627691056,0.6328975164553755,0.022371272292676977
line,91,56,65,0.0,0,12.855904943662011,0.5898324140531119,0.6193876906126847,0.014734444299661654
trafo,48,215,212,0.0,0,12.855913450623719,0.5289570491583081,0.6141035741897206,0.02604979561501287
line,261,198,199,0.0,0,12.855935181427414,0.7023882943004107,0.6025671762395999,0.014221479004087692
