eval,restart,value,score,step
130,1,2.7176415248522465,0.6795247606111341,0.05
131,1,2.817641524852246,0.6820928679205098,0.05
132,1,2.7176415248522465,0.6795247606111341,0.05
133,1,2.817641524852246,0.6820928679205098,0.05
134,1,2.7176415248522465,0.6795247606111341,0.05
135,1,2.817641524852246,0.6820928679205098,0.05
136,1,2.7176415248522465,0.6795247606111341,0.05
137,1,2.817641524852246,0.6820928679205098,0.05
138,1,2.7176415248522465,0.6795247606111341,0.05
139,1,2.817641524852246,0.6820928679205098,0.05
140,1,2.7176415248522465,0.6795247606111341,0.05
141,1,2.817641524852246,0.6820928679205098,0.05
142,1,2.7176415248522465,0.6795247606111341,0.05
143,1,2.817641524852246,0.6820928679205098,0.05
144,1,2.7176415248522465,0.6795247606111341,0.05
145,1,2.817641524852246,0.6820928679205098,0.05
146,1,2.7176415248522465,0.6795247606111341,0.05
147,1,2.7926415248522463,0.6805978918845375,0.025
148,1,2.7426415248522464,0.678719797954873,0.025
149,1,2.7926415248522463,0.6805978918845375,0.025
150,1,2.7426415248522464,0.678719797954873,0.025
151,1,2.7926415248522463,0.6805978918845375,0.025
152,1,2.7426415248522464,0.678719797954873,0.025
153,1,2.7926415248522463,0.6805978918845375,0.025
154,1,2.7426415248522464,0.678719797954873,0.025
155,1,2.7926415248522463,0.6805978918845375,0.025
156,1,2.7426415248522464,0.678719797954873,0.025
157,1,2.7926415248522463,0.6805978918845375,0.025
158,1,2.7426415248522464,0.678719797954873,0.025
159,1,2.7926415248522463,0.6805978918845375,0.025
160,1,2.7426415248522464,0.678719797954873,0.025
161,1,2.7926415248522463,0.6805978918845375,0.025
162,1,2.7426415248522464,0.678719797954873,0.025
163,1,2.7926415248522463,0.6805978918845375,0.025
164,1,2.7426415248522464,0.678719797954873,0.025
165,1,2.7926415248522463,0.6805978918845375,0.025
166,1,2.7426415248522464,0.678719797954873,0.025
167,2,3.941018311120921,0.5128301185175032,0.1
168,3,0.6841624817439521,0.6766220154863664,0.1
169,4,2.279410392583057,0.6810250576609493,0.1
