element_type,element_index,from_bus,to_bus,converged,n_unsupplied,max_loading_percent,n_overloaded,severity
line,141,88,91,True,0,12.856016030726014,0,0.0
line,142,88,92,True,0,12.856005056879166,0,0.0
line,143,89,90,True,0,12.856142572096472,0,0.0
line,144,90,92,True,0,12.855919597016156,0,0.0
line,145,93,100,True,0,12.854310791785856,0,0.0
line,146,94,98,True,0,12.857010978509923,0,0.0
line,147,95,96,True,0,12.843754951801284,0,0.0
line,148,96,97,False,0,,0,1000.0
line,149,96,244,True,0,12.85631790771163,0,0.0
line,150,244,98,True,0,12.85631790771162,0,0.0
line,151,96,99,True,0,12.856242891537503,0,0.0
line,152,97,98,False,0,,0,1000.0
line,153,97,99,False,0,,0,1000.0
line,154,100,101,True,0,12.856878738673188,0,0.0
line,155,100,103,True,0,12.856853202846738,0,0.0
line,156,101,102,True,0,12.857596944774311,0,0.0
line,157,101,103,True,0,12.856214918118356,0,0.0
line,158,103,104,False,0,,0,1000.0
line,159,105,106,True,0,12.86090144001664,0,0.0
line,160,105,112,True,0,12.884910010755693,0,0.0
line,161,105,146,True,0,12.860871393937376,0,0.0
line,162,106,108,True,0,12.881066061596691,0,0.0
line,163,106,111,True,0,12.861308981436656,0,0.0
line,164,107,108,True,0,12.878536354086107,0,0.0
line,165,107,111,True,0,12.868290948756586,0,0.0
line,166,108,110,True,0,12.810963848038526,0,0.0
line,167,108,129,True,0,12.814969472451438,0,0.0
line,168,108,145,True,0,12.854551712273235,0,0.0
line,169,108,146,True,0,12.880403422713515,0,0.0
line,170,111,115,True,0,13.070491730950499,0,0.0
line,171,111,146,True,0,12.861145214947376,0,0.0
line,172,111,147,True,0,12.916591142239902,0,0.0
line,173,112,113,True,0,12.860731503106631,0,0.0
line,174,112,162,True,2,12.875641077663937,0,310.0
line,175,113,114,True,0,12.883634548128287,0,0.0
line,176,114,115,True,0,12.856934148255386,0,0.0
line,177,114,130,True,0,12.874902030727792,0,0.0
line,178,115,118,True,0,12.844375116578114,0,0.0
line,179,115,159,True,0,12.861409772486324,0,0.0
line,180,115,164,True,0,12.862135672599411,0,0.0
line,181,115,166,True,0,12.863334594782728,0,0.0
line,182,117,150,True,0,12.85589164232441,0,0.0
line,183,118,119,True,0,12.857345742106011,0,0.0
line,184,118,120,True,0,12.85652865739281,0,0.0
line,185,118,123,True,0,12.856617217933152,0,0.0
line,186,118,124,True,0,12.857190338596048,0,0.0
line,187,118,125,True,0,12.857458701399146,0,0.0
line,188,118,160,True,0,12.858633494236704,0,0.0
line,189,119,124,True,0,12.856441304858063,0,0.0
line,190,120,121,True,0,12.866852616544936,0,0.0
line,191,121,123,True,0,12.857799405570494,0,0.0
line,192,121,127,True,0,12.855726033701359,0,0.0
line,193,123,124,True,0,12.853981731756752,0,0.0
line,194,123,127,True,0,12.856800913791291,0,0.0
line,195,124,125,True,0,12.856686810841419,0,0.0
line,196,130,131,True,0,12.856081309452904,0,0.0
line,197,131,139,True,0,12.856364855905964,0,0.0
line,198,132,134,True,0,12.856006562363104,0,0.0
line,199,132,161,True,0,12.856884605691265,0,0.0
line,200,133,139,True,0,12.856178908924273,0,0.0
line,201,135,137,True,0,12.86438116187901,0,0.0
line,202,136,137,True,0,12.856196882419301,0,0.0
line,203,136,138,True,0,12.858958733329,0,0.0
line,204,140,142,True,4,12.933469844464272,0,320.0
line,205,140,143,True,3,12.95904905296885,0,315.0
line,206,141,142,True,0,12.861500810666879,0,0.0
line,207,143,144,True,2,12.957371852608556,0,310.0
line,208,145,147,True,0,12.95269213543213,0,0.0
line,209,150,151,True,0,12.855881317665007,0,0.0
line,210,150,152,True,0,12.856254488713356,0,0.0
line,211,151,152,True,0,12.856075290149386,0,0.0
line,212,151,153,True,0,12.85642967783949,0,0.0
line,213,151,154,True,0,12.857062943621617,0,0.0
line,214,153,154,True,0,12.856611309894072,0,0.0
line,215,153,157,True,0,12.855928613261069,0,0.0
line,216,154,155,True,0,12.856729787350806,0,0.0
line,217,155,156,True,0,12.858801603852477,0,0.0
line,218,156,157,True,0,12.855964366196218,0,0.0
line,219,156,158,True,0,12.858854300507922,0,0.0
line,220,159,116,True,0,12.856945797944325,0,0.0
line,221,159,165,True,0,12.863280349512085,0,0.0
line,222,162,163,True,1,12.90664407330886,0,305.0
line,223,164,166,True,0,12.859712123706057,0,0.0
line,224,165,166,True,0,12.859219124411942,0,0.0
line,225,166,116,True,0,12.85777185856906,0,0.0
line,226,167,186,True,0,12.855893090592584,0,0.0
line,227,167,187,True,0,12.855925932954337,0,0.0
line,228,168,209,True,0,12.85714640521935,0,0.0
line,229,169,170,False,0,,0,1000.0
line,230,170,203,True,0,12.855939527581272,0,0.0
line,231,171,183,True,0,12.855943139142207,0,0.0
line,232,171,186,True,0,12.855944654533252,0,0.0
line,233,172,197,True,0,12.857426073267769,0,0.0
line,234,172,241,True,1,12.858188668988884,0,305.0
line,235,173,197,True,0,12.856875420245503,0,0.0
line,236,174,175,True,0,12.855919322495502,0,0.0
line,237,174,188,True,0,12.855945912081939,0,0.0
line,238,175,176,True,0,12.856104791660627,0,0.0
line,239,175,189,True,0,12.855902573840645,0,0.0
line,240,176,181,True,0,12.856096225244851,0,0.0
line,241,176,188,True,0,12.856015742881551,0,0.0
line,242,176,189,True,0,12.855997078428228,0,0.0
line,243,177,178,True,0,12.855937841592032,0,0.0
line,244,177,188,True,0,12.855997993694423,0,0.0
line,245,178,188,True,0,12.855949857862317,0,0.0
line,246,179,182,True,0,12.855921551753605,0,0.0
line,247,181,189,True,0,12.855984894566408,0,0.0
line,248,182,183,True,0,12.856058051111377,0,0.0
line,249,183,184,True,0,12.855950473472696,0,0.0
line,250,184,185,True,0,12.856115747012616,0,0.0
line,251,184,186,True,0,12.855901017657736,0,0.0
line,252,190,193,True,0,12.855892615081776,0,0.0
line,253,192,193,False,0,,0,1000.0
line,254,192,220,True,0,12.855950050624562,0,0.0
line,255,193,194,True,0,12.85615639271305,0,0.0
line,256,194,195,True,0,12.855951206789642,0,0.0
line,257,195,196,True,0,12.855939390827494,0,0.0
line,258,195,198,True,0,12.85594679875753,0,0.0
line,259,197,215,True,0,12.858467797362971,0,0.0
line,260,198,196,True,0,12.855911722238607,0,0.0
line,261,198,199,True,0,12.855935181427414,0,0.0
line,262,198,216,True,0,12.85598064155257,0,0.0
line,263,199,201,True,0,12.856369201506654,0,0.0
line,264,202,203,True,3,12.862397467219777,0,315.0
line,265,202,204,True,0,12.85587596724968,0,0.0
line,266,203,169,False,0,,0,1000.0
line,267,206,207,True,0,12.855999385657254,0,0.0
line,268,206,212,True,0,12.855953434247896,0,0.0
line,269,209,215,True,0,12.855928843284332,0,0.0
line,270,212,213,True,0,12.855910844474453,0,0.0
line,271,213,216,True,0,12.856048598184339,0,0.0
line,272,218,229,True,1,12.85657786980867,0,305.0
line,273,221,222,True,0,12.855970943550862,0,0.0
line,274,221,223,True,0,12.855949563413963,0,0.0
line,275,222,224,True,0,12.85597094355083,0,0.0
line,276,223,224,True,0,12.855945094958527,0,0.0
line,277,223,225,True,0,12.855938247100646,0,0.0
line,278,224,225,True,0,12.855937483370175,0,0.0
line,279,225,226,True,0,12.855967720551636,0,0.0
line,280,226,227,True,2,12.855814538780614,0,310.0
line,281,227,228,True,1,12.856404552501976,0,305.0
line,282,174,245,True,0,12.85599687480877,0,0.0
trafo,0,30,265,True,35,12.855899494857177,0,475.0
trafo,1,265,270,True,18,12.855495474597456,0,390.0
trafo,2,265,272,True,9,12.85577292803631,0,345.0
trafo,3,269,291,True,1,12.855933918172877,0,305.0
trafo,4,269,292,True,1,12.855122477374476,0,305.0
trafo,5,269,293,True,2,12.856007051727067,0,310.0
trafo,6,269,294,True,1,12.857211329047075,0,305.0
trafo,7,269,295,True,1,12.856140872533567,0,305.0
trafo,8,273,274,True,1,12.855921799016715,0,305.0
trafo,9,266,276,True,1,12.855923694773425,0,305.0
trafo,10,275,277,True,1,12.855932633751003,0,305.0
trafo,11,275,278,True,1,12.855932634913373,0,305.0
trafo,12,271,296,True,1,12.855910940463792,0,305.0
trafo,13,271,297,True,1,12.855911297536608,0,305.0
trafo,14,267,279,True,1,12.855882821690793,0,305.0
trafo,15,267,280,True,1,12.855897215485253,0,305.0
trafo,16,267,281,True,1,12.85588121626974,0,305.0
trafo,17,268,287,True,1,12.855909376962178,0,305.0
trafo,18,268,288,True,1,12.855914169246338,0,305.0
trafo,19,268,289,True,1,12.855895519714316,0,305.0
trafo,20,267,282,True,1,12.855936353171549,0,305.0
trafo,21,267,283,True,1,12.855890055097523,0,305.0
trafo,22,267,284,True,1,12.855857823854414,0,305.0
trafo,23,267,285,True,1,12.855885538069916,0,305.0
trafo,24,267,286,True,1,12.85586300243417,0,305.0
trafo,25,293,299,True,1,12.855924837063505,0,305.0
trafo,26,27,26,True,0,12.855965797155708,0,0.0
trafo,27,35,34,True,0,12.856072269373007,0,0.0
trafo,28,105,104,True,0,12.852433081955073,0,0.0
trafo,29,107,104,True,0,12.855540746953608,0,0.0
trafo,30,110,104,True,0,12.862072518830406,0,0.0
trafo,31,135,104,True,0,12.852144621352796,0,0.0
trafo,32,136,104,True,0,12.853974907746831,0,0.0
trafo,33,147,104,True,0,12.85504984266388,0,0.0
trafo,34,111,149,True,1,12.814729894634732,0,305.0
trafo,35,126,156,True,0,12.856884305842112,0,0.0
trafo,36,126,157,True,0,12.856435789393123,0,0.0
trafo,37,168,218,True,2,12.856577869808659,0,310.0
trafo,38,176,180,True,0,12.855945381062375,0,0.0
trafo,39,192,191,True,1,12.863550270031165,0,305.0
trafo,40,197,195,True,0,12.855830076884592,0,0.0
trafo,41,215,200,True,1,12.854659363140462,0,305.0
trafo,42,209,204,True,0,12.855864966837164,0,0.0
trafo,43,209,205,True,1,12.853014593377537,0,305.0
trafo,44,209,206,True,0,12.855934942234656,0,0.0
trafo,45,168,207,True,0,12.855940158996754,0,0.0
trafo,46,209,210,True,2,12.852913136563975,0,310.0
trafo,47,210,211,True,1,12.854287048566293,0,305.0
trafo,48,215,212,True,0,12.855913450623719,0,0.0
trafo,49,215,219,True,1,14.159674163648212,0,305.0
trafo,50,220,223,True,0,12.855987048522335,0,0.0
trafo,51,220,225,True,0,12.85601234568887,0,0.0
trafo,52,2,0,True,0,12.848503282881515,0,0.0
trafo,53,2,1,True,0,12.853293288673154,0,0.0
trafo,54,3,2,True,0,12.90546620104594,0,0.0
trafo,55,6,4,True,0,12.841898656673955,0,0.0
trafo,56,6,5,True,0,12.853788583466837,0,0.0
trafo,57,9,10,True,0,12.855423931648613,0,0.0
trafo,58,11,9,True,0,12.858676323101564,0,0.0
trafo,59,14,16,True,2,12.853440206897327,0,310.0
trafo,60,15,14,True,0,12.836703094802271,0,0.0
trafo,61,19,18,True,0,12.827582989578273,0,0.0
trafo,62,22,21,True,0,12.856238212107924,0,0.0
trafo,63,29,28,True,0,12.855776613519087,0,0.0
trafo,64,38,37,True,0,12.854529171382275,0,0.0
trafo,65,39,38,True,0,12.857388275303732,0,0.0
trafo,66,53,52,True,0,12.854264216178255,0,0.0
trafo,67,55,54,False,0,,0,1000.0
trafo,68,61,60,True,0,12.855043756638535,0,0.0
trafo,69,67,72,True,0,12.856251650555375,0,0.0
trafo,70,69,80,True,0,12.856674675715796,0,0.0
trafo,71,70,82,True,0,12.856498609112146,0,0.0
trafo,72,71,77,True,0,12.858773966499276,0,0.0
trafo,73,92,185,True,0,12.855826580591017,0,0.0
trafo,74,94,102,True,0,12.857010577415378,0,0.0
trafo,75,99,93,True,0,12.854290915740174,0,0.0
trafo,76,135,100,True,0,12.854452620629244,0,0.0
trafo,77,108,109,True,0,12.941368951785325,0,0.0
trafo,78,108,128,True,0,12.979875767664431,0,0.0
trafo,79,110,148,True,0,12.81942629569146,0,0.0
trafo,80,119,152,True,0,12.856710687993422,0,0.0
trafo,81,120,153,False,0,,0,1000.0
trafo,82,121,122,True,0,12.847581946462824,0,0.0
trafo,83,121,126,True,0,12.85967173754519,0,0.0
trafo,84,123,158,False,0,,0,1000.0
trafo,85,129,148,True,0,12.812709757976737,0,0.0
trafo,86,131,161,False,0,,0,1000.0
trafo,87,133,134,False,0,,0,1000.0
trafo,88,137,95,True,0,12.863515778133067,0,0.0
trafo,89,138,102,True,0,12.85703605990887,0,0.0
trafo,90,141,115,True,0,12.861129143224897,0,0.0
trafo,91,142,133,True,0,12.862205450664518,0,0.0
trafo,92,160,117,True,0,12.860363654420096,0,0.0
trafo,93,188,167,True,0,12.85591843180078,0,0.0
trafo,94,174,171,True,0,12.855902906252734,0,0.0
trafo,95,173,190,True,0,12.855385302075343,0,0.0
trafo,96,178,226,True,0,12.855949183962354,0,0.0
trafo,97,56,179,True,0,12.85597584150007,0,0.0
trafo,98,189,180,False,0,,0,1000.0
trafo,99,245,182,True,0,12.855994200913539,0,0.0
trafo,100,176,187,True,0,12.855936665422282,0,0.0
trafo,101,190,189,True,0,12.855825319967188,0,0.0
trafo,102,197,196,True,0,12.855827404377568,0,0.0
trafo,103,202,201,True,0,12.855947429573098,0,0.0
trafo,104,207,208,True,1,12.866899064905343,0,305.0
trafo,105,212,214,True,1,15.107567064394036,0,305.0
trafo,106,216,217,True,1,13.402322033515665,0,305.0
trafo,107,97,242,True,1,12.843050338368611,0,305.0
trafo,108,98,243,True,1,12.873985364525325,0,305.0
trafo,109,1,247,True,1,12.856949507155813,0,305.0
trafo,110,2,248,False,0,,0,1000.0
trafo,111,52,259,True,1,12.876647905785463,0,305.0
trafo,112,53,260,True,1,12.877602023159929,0,305.0
trafo,113,144,264,True,1,12.95832946846388,0,305.0
trafo,114,22,253,True,1,12.849174497378133,0,305.0
trafo,115,0,246,True,1,12.873837980382586,0,305.0
trafo,116,108,262,False,0,,0,1000.0
trafo,117,10,249,True,1,12.850578934783927,0,305.0
trafo,118,21,252,True,1,12.84998376954946,0,305.0
trafo,119,42,256,True,299,0.0,0,1795.0
trafo,120,117,263,True,1,14.747197238060064,0,305.0
trafo,121,11,250,True,1,12.870276410436235,0,305.0
trafo,122,16,251,False,0,,0,1000.0
trafo,123,32,254,True,1,12.867991965160911,0,305.0
trafo,124,48,258,True,1,12.861616503307479,0,305.0
trafo,125,37,255,True,1,12.85676800827715,0,305.0
trafo,126,47,257,True,1,12.856770385074986,0,305.0
trafo,127,58,261,True,1,12.859605734728108,0,305.0
